text,text_lemmatize
fluorescence is things that glow like a glow sticks from a party,fluorescence be thing that glow like a glow stick from a party
lasers are a really strong form of light,laser be a really strong form of light
when light shines on you it makes shadows,when light shine on -PRON- -PRON- make shadow
the umbra is the darkest part of the shadow,the umbra be the dark part of the shadow
the penumbra is the light part of the shadow its a shadow plus a little light,the penumbra be the light part of the shadow -PRON- a shadow plus a little light
an solar eclipse is when the moon goes in front of the sun,an solar eclipse be when the moon go in front of the sun
a lunar eclipse is when the earths between the sun and the moon,a lunar eclipse be when the earth between the sun and the moon
i know that there is  colors in a rainbow red orange yellow green blue indigo violet,i know that there be   color in a rainbow red orange yellow green blue indigo violet
if you mix all three colors you get white light,if -PRON- mix all three color -PRON- get white light
if you mix blue and green you get cyan,if -PRON- mix blue and green -PRON- get cyan
if you mix red and blue you get magenta,if -PRON- mix red and blue -PRON- get magenta
red and green make yellow,red and green make yellow
to make a rainbow you need raindrops on plants then the sun shines on the plants then makes a rainbow,to make a rainbow -PRON- need raindrop on plant then the sun shine on the plant then make a rainbow
you have  kinds of eye cones one sensitive to red one sensitive to green and one to red,-PRON- have   kind of eye cone one sensitive to red one sensitive to green and one to red
the secondary colors of light are yellow magenta and cyan there made by mixing the primary colors of light,the secondary color of light be yellow magenta and cyan there make by mix the primary color of light
you can make a rainbow by holding up a prism to the sun the white light will go through the prism and make a rainbow,-PRON- can make a rainbow by hold up a prism to the sun the white light will go through the prism and make a rainbow
the northern lights are ribbons of red pink and ghostly green lights that dance and shimmer for hours across the sky they occur when the sun bombards earth with tiny particles of electricity to small for us to see,the northern light be ribbon of red pink and ghostly green light that dance and shimmer for hour across the sky -PRON- occur when the sun bombard earth with tiny particle of electricity to small for -PRON- to see
a transparent object is see through like a window or light,a transparent object be see through like a window or light
a translucent object lets in just some light but you cant see through it like paper or frosty glass,a translucent object let in just some light but -PRON- can not see through -PRON- like paper or frosty glass
an opaque object is solid so you cant see through it like a brick or a book cover,an opaque object be solid so -PRON- can not see through -PRON- like a brick or a book cover
a convex mirror is like a belly mirror you are upside down until you walk really close you go right side up,a convex mirror be like a belly mirror -PRON- be upside down until -PRON- walk really close -PRON- go right side up
angle of incidence the angle of reflection the law of reflection,angle of incidence the angle of reflection the law of reflection
a diffused reflection is when light hits a bumpy mirror and spreads all over the place,a diffused reflection be when light hit a bumpy mirror and spread all over the place
concave lenses help far sighted people see closer,concave lense help far sighted people see close
convex lenses are for people that can only see close they help near sighted people,convex lense be for people that can only see close -PRON- help near sighted people
solar panels take in the suns rays a make energy with them,solar panel take in the sun ray a make energy with -PRON-
photoluminescence is when a animal makes its own light like a fire fly,photoluminescence be when a animal make -PRON- own light like a fire fly
chemiluminescence is when you turn chemical energy into light,chemiluminescence be when -PRON- turn chemical energy into light
fluorescence is when an object gives off light while getting it from another source,fluorescence be when an object give off light while get -PRON- from another source
lasers are the best wielding equipment that i no of because it saved the navy millions laser is short for light amplification by stimulated emission of radiation,laser be the good wield equipment that i no of because -PRON- save the navy million laser be short for light amplification by stimulate emission of radiation
i think that light travels in a straight line because we did a lot of experiments and proved that it travels that way,i think that light travel in a straight line because -PRON- do a lot of experiment and prove that -PRON- travel that way
light travels in a wave,light travel in a wave
the primary colors of light are red green blue,the primary color of light be red green blue
the secondary are yellow magenta cyan,the secondary be yellow magenta cyan
the rainbow makes white light,the rainbow make white light
when white light goes through a practicum it makes a rainbow,when white light go through a practicum -PRON- make a rainbow
when white light goes through a rain drop it make a rainbow,when white light go through a rain drop -PRON- make a rainbow
when you see a red rose the red light bonus into our,when -PRON- see a red rise the red light bonus into -PRON-
when you see a yellow flower the yellow light bonus into our,when -PRON- see a yellow flower the yellow light bonus into -PRON-
when you see colored light or a rose so if you a red rose red light bonus into your eyes but blue green get absorb into the flower,when -PRON- see colored light or a rose so if -PRON- a red rise red light bonus into -PRON- eye but blue green get absorb into the flower
transparent objects menes clear,transparent object mene clear
translucent you can see a little light,translucent -PRON- can see a little light
opaque tea means is inn see through,opaque tea mean be inn see through
a concave mirror is like a cave,a concave mirror be like a cave
a convex mirier is like a lubberly belly,a convex mirier be like a lubberly belly
law of reflexion on a flat is when the light bows is off mirror,law of reflexion on a flat be when the light bow be off mirror
diffused reflection is when there is a bumpy mirror,diffused reflection be when there be a bumpy mirror
concave lens help mer sided people,concave lens help mer sided people
convex len help far said people,convex len help far say people
photoluminescence is some that make its own light,photoluminescence be some that make -PRON- own light
chemiluminescence light coxed be camel bestselling that glow bare made by clemmie,chemiluminescence light cox be camel bestselling that glow bare make by clemmie
lasers are a very strong light,laser be a very strong light
a umbra is a big light source,a umbra be a big light source
a penumbra is a lighter shadow,a penumbra be a light shadow
rainbows can only be made by sun light,rainbow can only be make by sun light
about colors when you look at a red object for at least  seconds and then look at a white suffuse and it will have the same shape but it will be green,about color when -PRON- look at a red object for at least   second and then look at a white suffuse and -PRON- will have the same shape but -PRON- will be green
the primary colors of light are red blue and green,the primary color of light be red blue and green
if you mix green blue light it makes cyan,if -PRON- mix green blue light -PRON- make cyan
if you mix green red light together it makes yellow light,if -PRON- mix green red light together -PRON- make yellow light
if you mix red and blue light together it makes magenta,if -PRON- mix red and blue light together -PRON- make magenta
win you mix all of t hem together it makes white,win -PRON- mix all of t hem together -PRON- make white
the umbra part of a shadow is darker then the penumbra part,the umbra part of a shadow be dark then the penumbra part
penumbra is the lighter part of the shadow,penumbra be the light part of the shadow
transparent amens that all the light goes through,transparent amen that all the light go through
translucent means that only some light goes,translucent mean that only some light go
opaque means that no light goes through,opaque mean that no light go through
the law of reflection is when light hits a mirror at an angle it nonces of in the same angle,the law of reflection be when light hit a mirror at an angle -PRON- nonce of in the same angle
the diffuse reflection means that when there is a bumpy shine surfs the light goes every where,the diffuse reflection mean that when there be a bumpy shine surfs the light go every where
biosciences are living things that have light on their bodies like the angler fish or firer fies,bioscience be live thing that have light on -PRON- body like the angler fish or firer fie
chemiluminescence are chemicals that create light,chemiluminescence be chemical that create light
florescence is a chemical that glows,florescence be a chemical that glow
our class had a debate on how light travels at first we only had  theories straight wave then we had particles ripples wave inside a tub we,-PRON- class have a debate on how light travel at first -PRON- only have   theory straight wave then -PRON- have particle ripple wave inside a tub -PRON-
the secondary councilors of light are cyan yellow and magenta,the secondary councilor of light be cyan yellow and magenta
wen you mix all the primary colors of light together you see white light,wen -PRON- mix all the primary color of light together -PRON- see white light
eye cones are in are eyes and some are sensitive to red blue and green and if the red con is not working then you cant see any thing to do with red or red,eye cone be in be eye and some be sensitive to red blue and green and if the red con be not work then -PRON- can not see any thing to do with red or red
an transparent object is a objectt that you can sealy see through like glass,an transparent object be a objectt that -PRON- can sealy see through like glass
an translucent object is a object or material that you can see the couplers through it but you cant see crustal clear like rice paper,an translucent object be a object or material that -PRON- can see the coupler through -PRON- but -PRON- can not see crustal clear like rice paper
an opaque object is a object is an object that you cant see through like metal opaque objects are uselessly the strongest material,an opaque object be a object be an object that -PRON- can not see through like metal opaque object be uselessly the strong material
a convex lens is a lens that consent rats the light beam so when you look at the sore it will be a dot,a convex lens be a lens that consent rat the light beam so when -PRON- look at the sore -PRON- will be a dot
thats the ope sit of a concave lens it makes the light sored out you so if your flash light wont sored out then you can holed up a concave lens to the sore of light and it will sored out and cover a larger area but with less power,that s the ope sit of a concave lens -PRON- make the light sore out -PRON- so if -PRON- flash light will not sore out then -PRON- can holed up a concave lens to the sore of light and -PRON- will sored out and cover a large area but with less power
the angle of incidents equals the angle of reflection that mens if you shine a light sore on a flare mirror then the angle you shewn the light on the mirror is the angle it will reflect,the angle of incident equal the angle of reflection that men if -PRON- shine a light sore on a flare mirror then the angle -PRON- shew the light on the mirror be the angle -PRON- will reflect
if you shin a light on a crumpled up puce of tin fowl then the light will be every where thats called defuse reflection,if -PRON- shin a light on a crumple up puce of tin fowl then the light will be every where that s call defuse reflection
a concave mirror is a spoon like mirror if you walk away from it you mig is upside down but if you walk closer then its right side up,a concave mirror be a spoon like mirror if -PRON- walk away from -PRON- -PRON- mig be upside down but if -PRON- walk closer then -PRON- right side up
if you look into a convex then you look bait stretched outland the sides are rill bleary,if -PRON- look into a convex then -PRON- look bait stretch outland the side be rill bleary
a soler panel takes light and converts it to energy,a soler panel take light and convert -PRON- to energy
photoluminescence is an living thing that pro douses its on light,photoluminescence be an living thing that pro douse -PRON- on light
chemiluminescence is a chemical that makes light like the halloween glow skits,chemiluminescence be a chemical that make light like the halloween glow skit
florescence thing arch thing that glow like those bedroom star,florescence thing arch thing that glow like those bedroom star
a laser is a hilly intense tool its all the tools,a laser be a hilly intense tool -PRON- all the tool
an umbra is the dark shadow,an umbra be the dark shadow
a penumbra is the light shadow,a penumbra be the light shadow
water bends light,water bend light
most lenses focuses light so if a weak but large source of light is being produced and you put a lens under it then it will make the weak light focus and become strong,most lense focus light so if a weak but large source of light be be produce and -PRON- put a lens under -PRON- then -PRON- will make the weak light focus and become strong
some lenses make light spread out,some lense make light spread out
there are many types of lenses there are glasses magnifying glasses and many many more,there be many type of lense there be glass magnify glass and many many more
there are primary colors and secondary colors the primary colors of light are red blue and green,there be primary color and secondary color the primary color of light be red blue and green
red and green make yellow light,red and green make yellow light
green and blue light make cyan,green and blue light make cyan
and red and blue make magenta,and red and blue make magenta
and all three make white,and all three make white
and the secondary colors are magenta cyan and yellow,and the secondary color be magenta cyan and yellow
rainbows are light colors you can see,rainbow be light color -PRON- can see
you make a rainbow with a prism if you put a source of light in front of a glass prism you usably dont see a perfect rainbow mane not even a rainbow but sometimes you can see a small rainbow,-PRON- make a rainbow with a prism if -PRON- put a source of light in front of a glass prism -PRON- usably do not see a perfect rainbow mane not even a rainbow but sometimes -PRON- can see a small rainbow
but that doesnt explain why sometimes there are rainbows after rain storms or when it rains the answer to this is raindrops act as prisms but when i did a experiment at my house i filled a glass of water and turned out the lights i didnt see even a tiny outline of a rainbow,but that do not explain why sometimes there be rainbow after rain storm or when -PRON- rain the answer to this be raindrop act as prism but when i do a experiment at -PRON- house i fill a glass of water and turn out the light i do not see even a tiny outline of a rainbow
when light hits a flat mirror at a  degree angle it goes out of the flat mirror at a  degree angle this means the angle of reflection equals the angle of incidence so light if it goes in at any number angle it will come out at the same angle but this only works with a flat mirror,when light hit a flat mirror at a   degree angle -PRON- go out of the flat mirror at a   degree angle this mean the angle of reflection equal the angle of incidence so light if -PRON- go in at any number angle -PRON- will come out at the same angle but this only work with a flat mirror
if you use it with aluminum foil thats all crumpled up then light will go out at all sides this is called a diffuse reflection,if -PRON- use -PRON- with aluminum foil that s all crumple up then light will go out at all side this be call a diffuse reflection
there are many types of mirrors there are flat mirrors which in the last paragraph is the only type of mirror that will make light go out at the same angle that it came in a flat mirror is the most comment mirror,there be many type of mirror there be flat mirror which in the last paragraph be the only type of mirror that will make light go out at the same angle that -PRON- come in a flat mirror be the most comment mirror
but there are two more basic ones one is the concave mirror this mirror looks like a cave it goes in and bounces light inside it,but there be two more basic one one be the concave mirror this mirror look like a cave -PRON- go in and bounce light inside -PRON-
unlike convex mirrors convex mirrors can bounce off many sides those are the basic mirrors,unlike convex mirror convex mirror can bounce off many side those be the basic mirror
if a shiny thing like tin foil is there but bent the law of reflection doesnt work the light goes all over the place,if a shiny thing like tin foil be there but bend the law of reflection do not work the light go all over the place
convex mirrors make your vision all you can see in the area bigger so if you look in a convex mirror you will see a lot more behind you thees are used in places like cars,convex mirror make -PRON- vision all -PRON- can see in the area big so if -PRON- look in a convex mirror -PRON- will see a lot more behind -PRON- thee be use in place like car
there are two types of eclipses the rift one is called a solar eclipse its when the moon goes in front of the earth and behind the sun which casts a shadow upon earth as i said before an opaque object like the moon and the sun is the light source it makes a shadow,there be two type of eclipse the rift one be call a solar eclipse -PRON- when the moon go in front of the earth and behind the sun which cast a shadow upon earth as i say before an opaque object like the moon and the sun be the light source -PRON- make a shadow
your eyes cant fully adjust to the dark but they can a bit my eyes have never fully adjusted to the dark but i have had light near and it was dark because i was near a lot of light then it suddenly changes my body wont react too fast but it can wait a few seconds and it will think i have benn there long enough but with no light i dont think your eyes can adjust to a perfectly dark room,-PRON- eye can not fully adjust to the dark but -PRON- can a bit -PRON- eye have never fully adjust to the dark but i have have light near and -PRON- be dark because i be near a lot of light then -PRON- suddenly change -PRON- body will not react too fast but -PRON- can wait a few second and -PRON- will think i have benn there long enough but with no light i do not think -PRON- eye can adjust to a perfectly dark room
opaque transparent and translucent are some terms in light opaque means that its non see through,opaque transparent and translucent be some term in light opaque mean that -PRON- non see through
translucent means that some light can go through but not all so part see through,translucent mean that some light can go through but not all so part see through
to see a white shrift glow you need purple light,to see a white shrift glow -PRON- need purple light
chemiluminescence is the chemical that make things glow,chemiluminescence be the chemical that make thing glow
fluorescence is the process of demitting light while receiving energy from another source,fluorescence be the process of demit light while receive energy from another source
lasers are very highly bright and intense light they can burn though anything,laser be very highly bright and intense light -PRON- can burn though anything
here is a example of umbra and penumbra when you put an easer under a flash light the black shadow is the umbra and the gray shadow is the penumbra,here be a example of umbra and penumbra when -PRON- put an easer under a flash light the black shadow be the umbra and the gray shadow be the penumbra
the primary colors of light are green red and blue,the primary color of light be green red and blue
yellow is made by mixing green and red,yellow be make by mix green and red
magenta is made by blue and red,magenta be make by blue and red
and cyan is made by blue and green,and cyan be make by blue and green
this is how we see white we mix red blue and green all together make white,this be how -PRON- see white -PRON- mix red blue and green all together make white
this is how we see a yellow rose the white light hits the rose green and red are reflected and blue is absorbed why green and red are reflected incited of just one color is because yellow is a secondary color and are brain sees the rose upside down and backwards,this be how -PRON- see a yellow rise the white light hit the rise green and red be reflect and blue be absorb why green and red be reflect incite of just one color be because yellow be a secondary color and be brain see the rose upside down and backwards
an opaque object is something that you cant see though at all like a base ball or a baseball bat,an opaque object be something that -PRON- can not see though at all like a base ball or a baseball bat
a concave mirror is a mirror that has cave the image looks like your head is bent,a concave mirror be a mirror that have cave the image look like -PRON- head be bent
a convex mirror is something that looks like somebodies belly the image looks like your head is bent out ward,a convex mirror be something that look like somebody belly the image look like -PRON- head be bent out ward
the law of relation is when the angle of incandescence the angle of reflection,the law of relation be when the angle of incandescence the angle of reflection
when light hits a bumpy surface its rays are reflected every where,when light hit a bumpy surface -PRON- ray be reflect every where
a double concave lens is a magnifying glass lens when light gos though it it soots out every where,a double concave lens be a magnify glass lens when light gos though -PRON- -PRON- soot out every where
on a camera there is a convex lens to help focus the light when the light gos though the lens it gets concertinaed,on a camera there be a convex lens to help focus the light when the light gos though the lens -PRON- get concertinaed
my understanding of shadows are that shadows are always on the other side of the light source,-PRON- understanding of shadow be that shadow be always on the other side of the light source
the closer you get to the light the bigger your shadow gets,the closer -PRON- get to the light the big -PRON- shadow get
and the complete black area is called umbra,and the complete black area be call umbra
and where its grey is called penumbra,and where -PRON- grey be call penumbra
my understanding of the primary colors of light are red green and blue,-PRON- understanding of the primary color of light be red green and blue
but the primary colors of pigment are yellow blue and red,but the primary color of pigment be yellow blue and red
blue and green makes cyan,blue and green make cyan
red and blue makes magenta,red and blue make magenta
and red and green makes yellow,and red and green make yellow
of course if you were in pigment yellow would be green,of course if -PRON- be in pigment yellow would be green
every person has eye cones that are sensitive to a servant color each eye con is sensitive to either red blue or green,every person have eye cone that be sensitive to a servant color each eye con be sensitive to either red blue or green
try clewing one eye then switching one eye looks more red the other more blue since we dont have a third eye we see blue and red and not green because in pigment its replaced with yellow,try clew one eye then switch one eye look more red the other more blue since -PRON- do not have a third eye -PRON- see blue and red and not green because in pigment -PRON- replace with yellow
the northern light are the color red eerie green and pink,the northern light be the color red eerie green and pink
chemiluminescence is when chemicals make things glow like luminescent paint,chemiluminescence be when chemical make thing glow like luminescent paint
fluorescence is when something is giving off light while getting energy from another source,fluorescence be when something be give off light while get energy from another source
my understanding of transparent objects is that if you look at it you should see through it roughly a transparent object is usually like a window some toys and glass,-PRON- understanding of transparent object be that if -PRON- look at -PRON- -PRON- should see through -PRON- roughly a transparent object be usually like a window some toy and glass
diffused reflection is when a ray of light comes and hits something like bumpy tinfoil the light comes and egos everywhere because it has more than one thing to bounce off of it it egos up down right left because when its bumpy it goes like that because of different bumps,diffused reflection be when a ray of light come and hit something like bumpy tinfoil the light come and ego everywhere because -PRON- have more than one thing to bounce off of -PRON- -PRON- ego up down right left because when -PRON- bumpy -PRON- go like that because of different bump
opaque is a thing that you can see and see through but its fuzzy an opaque object is like plastic,opaque be a thing that -PRON- can see and see through but -PRON- fuzzy an opaque object be like plastic
a concave mirror when light is shown into it reflects the light all around and then up,a concave mirror when light be show into -PRON- reflect the light all around and then up
solar panels can make lots of things do stuff,solar panel can make lot of thing do stuff
translucent object let some light but not all light through so translucent would be like frosted glass or clouds,translucent object let some light but not all light through so translucent would be like frost glass or cloud
an umbra is a small light source that makes a dark shadow,an umbra be a small light source that make a dark shadow
also the farther you walk away the longer your shadow will get,also the farther -PRON- walk away the longer -PRON- shadow will get
when light hits a double concave lens unlike the double convex the light will go further apart,when light hit a double concave lens unlike the double convex the light will go further apart
i learned that a magnifying glass can focus the light more than it can when the light is just by itself,i learn that a magnify glass can focus the light more than -PRON- can when the light be just by -PRON-
another thing i learned was that  of the worlds sea fish use photoluminescence to make themselves glow,another thing i learn be that   of the world sea fish use photoluminescence to make -PRON- glow
photoluminescence is when a animal gives of its own light,photoluminescence be when a animal give of -PRON- own light
fluorescence is when something gives of light while receiving it from somewhere else,fluorescence be when something give of light while receive -PRON- from somewhere else
and blue green and red make the color white,and blue green and red make the color white
red has the longest light wave and violet has the shortest light wave,red have the long light wave and violet have the short light wave
the colors of the rainbow are red antidisestablishmentarianism and violet,the color of the rainbow be red antidisestablishmentarianism and violet
there are three kinds cones in your eyes red blue and green,there be three kind cone in -PRON- eye red blue and green
a spectrum is another name for a rainbow,a spectrum be another name for a rainbow
the northern lights are originally located in the north pole and some eskimo called inuits thought the northern lights were evil,the northern light be originally locate in the north pole and some eskimo call inuit think the northern light be evil
a transparent object is something see through like a ghost or glass,a transparent object be something see through like a ghost or glass
translucent means that only a little light can get through for example frosty glass and tracing paper,translucent mean that only a little light can get through for example frosty glass and trace paper
opaque means that no light can get through for instance a cow is opaque and a chair is opaque,opaque mean that no light can get through for instance a cow be opaque and a chair be opaque
a concave mirror is pushed in,a concave mirror be push in
and a convex mirror is pushed out,and a convex mirror be push out
some television screens in the  were convex screens,some television screen in the   be convex screen
if light comes in on a  degree angle on a flat mirror it will come out on a  degree angle,if light come in on a   degree angle on a flat mirror -PRON- will come out on a   degree angle
on the other hand if light goes in on a  degree angle on a bumpy mirror it will come out all crazy,on the other hand if light go in on a   degree angle on a bumpy mirror -PRON- will come out all crazy
here is how solar panels work dull dark surfaces do not reflect much light the dark surfaces absorb the suns rays and turn the rays into thermal energy the thermal energy is turned into heated water and then it is pumped into a storage tank and goes out through a fan that means that black attracts heat,here be how solar panel work dull dark surface do not reflect much light the dark surface absorb the sun ray and turn the ray into thermal energy the thermal energy be turn into heated water and then -PRON- be pump into a storage tank and go out through a fan that mean that black attract heat
the colors of light is the rainbow,the color of light be the rainbow
this is my picture of a light bulb a light bulb is made out of glass and artificial light the glass is to couscous the light to the spot you would like it and the artificial light is from the energy in the air that comes from your wall when you plug in a light a computer or anything that has a plug the energy goad through whores that travel over our hes and under us these  things are all plugd into a wall,this be -PRON- picture of a light bulb a light bulb be make out of glass and artificial light the glass be to couscous the light to the spot -PRON- would like -PRON- and the artificial light be from the energy in the air that come from -PRON- wall when -PRON- plug in a light a computer or anything that have a plug the energy goad through whore that travel over -PRON- -PRON- s and under -PRON- these   thing be all plugd into a wall
the picture i drew was making a rainbow out of a prism this picture is with two prisms this is how it works if you shine a light on a prism a rainbow will appear but if you put another prism in front of the other prism the light will turn white again this is how to make white light through a viable spectrum,the picture i draw be make a rainbow out of a prism this picture be with two prism this be how -PRON- work if -PRON- shine a light on a prism a rainbow will appear but if -PRON- put another prism in front of the other prism the light will turn white again this be how to make white light through a viable spectrum
the primary colors are red green and blue,the primary color be red green and blue
diffused reflection is when a light goad to wards a bumpy mirror and bounces in all directions,diffused reflection be when a light goad to ward a bumpy mirror and bounce in all direction
a transparent object is see through a prism is transparent and a peace of glass is transparent,a transparent object be see through a prism be transparent and a peace of glass be transparent
an opaque object is not see through a brick book computer pencil and a tooth are all not see through,an opaque object be not see through a brick book computer pencil and a tooth be all not see through
the convex lens is the very opposite this is to heal far sided people see near sided,the convex lens be the very opposite this be to heal far sided people see near sided
the convex glass can also be used in magnifying glasses and in circus mirrors,the convex glass can also be use in magnify glass and in circus mirror
solar panels are used for obsoleting light and made into electricity,solar panel be use for obsolete light and make into electricity
photoluminescence is something that makes its own light,photoluminescence be something that make -PRON- own light
chemiluminescence is light caused by chemicals,chemiluminescence be light cause by chemical
a shadow wilel appear when you are facing north your shadow wilel be in front of you if you are facing south your shadow wilel be behind you and if you are facing east your shadow wile be on your right and if you are facing west your shadow is on your left,a shadow wilel appear when -PRON- be face north -PRON- shadow wilel be in front of -PRON- if -PRON- be face south -PRON- shadow wilel be behind -PRON- and if -PRON- be face east -PRON- shadow wile be on -PRON- right and if -PRON- be face west -PRON- shadow be on -PRON- left
an umbra is a dark shadow,an umbra be a dark shadow
and a penumbra is a light shadow,and a penumbra be a light shadow
when you see your shadow youll see a dark shadow and light shadow is called a penumbra,when -PRON- see -PRON- shadow -PRON- will see a dark shadow and light shadow be call a penumbra
my understanding of lasers is that it is a beam of light that can burn through anything,-PRON- understanding of laser be that -PRON- be a beam of light that can burn through anything
my understanding of photoluminescence is that some creatures like a firefly glows in the dark witch is called photoluminescence,-PRON- understanding of photoluminescence be that some creature like a firefly glow in the dark witch be call photoluminescence
my understanding of fluorescence is that it is a process of light while reviving energy,-PRON- understanding of fluorescence be that -PRON- be a process of light while revive energy
a concave lens is a lens that spreads out light,a concave lens be a lens that spread out light
a convex lens is a lens that focus light,a convex lens be a lens that focus light
the law of reflection is that if the light hits a flat mirror the angle of incidence the angle of reflection,the law of reflection be that if the light hit a flat mirror the angle of incidence the angle of reflection
a concave mirror is like a concave lens witch spreads out light,a concave mirror be like a concave lens witch spread out light
and for a convex mirror it focus light like a convex lens,and for a convex mirror -PRON- focus light like a convex lens
a transparent object is a object that is see through,a transparent object be a object that be see through
a translucent object is a object that is sort of see through,a translucent object be a object that be sort of see through
and a opaque object is a object that is not able to be see through,and a opaque object be a object that be not able to be see through
the secondary colors are yellow cyan and magenta,the secondary color be yellow cyan and magenta
eye cones are thing are that respond to colors that are red blue and green,eye cone be thing be that respond to color that be red blue and green
the northern lights are branches of light color that usually found in the north pole,the northern light be branch of light color that usually find in the north pole
an umbra is the darker part of a shadow,an umbra be the dark part of a shadow
and the penumbra is the lighter part of a shadow,and the penumbra be the light part of a shadow
a lunar eclipse is when the sun goes in front of the moon,a lunar eclipse be when the sun go in front of the moon
and a solar eclipse is just the reverse of a lunar eclipse,and a solar eclipse be just the reverse of a lunar eclipse
and red and blue makes magenta,and red and blue make magenta
and finally green and blue make cyan a shade of blue,and finally green and blue make cyan a shade of blue
also you can see a green object because white light shines on that object white light has red orange yellow green blue indigo and violet in it and the object absorbs all the colors except green which is reflected into the eyes of the person that is looking at the object,also -PRON- can see a green object because white light shine on that object white light have red orange yellow green blue indigo and violet in -PRON- and the object absorb all the color except green which be reflect into the eye of the person that be look at the object
the secondary colors of light are the colors that the primary colors make when mixing each other,the secondary color of light be the color that the primary color make when mix each other
transparent means see through transparent objects are ice and water examples,transparent mean see through transparent object be ice and water example
translucent means a little light can pass through like tracing paper and wax paper,translucent mean a little light can pass through like trace paper and wax paper
opaque means no light can pass through all other objects are opaque and there are a lot of opaque objects in the world,opaque mean no light can pass through all other object be opaque and there be a lot of opaque object in the world
diffuse reflection is when light bounces off of a bumpy mirror or a piece of crumpled aluminum foil and goes in all directions,diffuse reflection be when light bounce off of a bumpy mirror or a piece of crumple aluminum foil and go in all direction
the law of reflection on a flat mirror is when the incident ray goes on the mirror and makes the angle of incidence there is an invisible line between the angle and ray of incidence and the angle and ray of reflection the reflection ray is the reflection of the incident ray,the law of reflection on a flat mirror be when the incident ray go on the mirror and make the angle of incidence there be an invisible line between the angle and ray of incidence and the angle and ray of reflection the reflection ray be the reflection of the incident ray
the light rays from a concave lens go outwards like a v shape sort of,the light ray from a concave lens go outward like a v shape sort of
photoluminescence means that a living thing gives off its own light a firefly is an exemplar of a electroluminescent living thing,photoluminescence mean that a live thing give off -PRON- own light a firefly be an exemplar of a electroluminescent living thing
chemiluminescence means that an object gives off light because of some kind of chemical inside of it,chemiluminescence mean that an object give off light because of some kind of chemical inside of -PRON-
things that glow are called fluorescent objects fluorescence,thing that glow be call fluorescent object fluorescence
the three cones are green red and blue,the three cone be green red and blue
red green and blue are the three primary colors of light,red green and blue be the three primary color of light
you get cyan when you mix green and blue,-PRON- get cyan when -PRON- mix green and blue
you get yellow when you mix red and green,-PRON- get yellow when -PRON- mix red and green
you get magenta when you mix red with blue,-PRON- get magenta when -PRON- mix red with blue
those three colors are the three secondary colors of light,those three color be the three secondary color of light
you get white when you mix all three primary colors of light,-PRON- get white when -PRON- mix all three primary color of light
the northern lights are ribbons of red pink and ghostly green lights that dance and shimmer for hours across the sky they occur when the sun bombards earth with tiny particles of electricity too small for us to see when these particles hit the highest part of the earths atmosphere they electrify the air and make it glow,the northern light be ribbon of red pink and ghostly green light that dance and shimmer for hour across the sky -PRON- occur when the sun bombard earth with tiny particle of electricity too small for -PRON- to see when these particle hit the high part of the earth atmosphere -PRON- electrify the air and make -PRON- glow
if colored light shines on a red pence case all the colors get absorbed but red red gets reflected,if color light shine on a red pence case all the color get absorb but red red get reflect
if colored light shines on a blue ruler all the colors get absorbed but blue blue gets reflected,if color light shine on a blue ruler all the color get absorb but blue blue get reflect
if colored light shines on a black object all the colors of light get absorbed,if color light shine on a black object all the color of light get absorb
if colored light shines on a white object all the colors of light get reflected,if color light shine on a white object all the color of light get reflect
my theorys that light travels in waves because when we did an experiment with progesterone and a tennis ball hanging from the vealing on a piece of string and when we shone light on it the tennis balls shader was clear but the strings shadow had some light on it,-PRON- theory that light travel in wave because when -PRON- do an experiment with progesterone and a tennis ball hang from the vealing on a piece of string and when -PRON- shine light on -PRON- the tennis ball shader be clear but the string shadow have some light on -PRON-
transparent objects are things that light can go through freely through glass and clear plastic,transparent object be thing that light can go through freely through glass and clear plastic
translucent objects are things that light can go through a bit like paper,translucent object be thing that light can go through a bit like paper
opaque things are things that light cant go through things and produces a shadow opaque things are humans buildings and lots more,opaque thing be thing that light can not go through thing and produce a shadow opaque thing be human building and lot more
a convex mirror is shaped like richard massing belly,a convex mirror be shape like richard mass belly
a concave mirror is shaped like a caves entrance,a concave mirror be shape like a cave entrance
dull dark surfaces do not reflect much light so they are perfect for solar panels instead they absorb the suns rays and turn them into thermal energy this means that on a roof there are dark hoses of water the water heats up because the hoses are absorbing the suns rays and they are isolated the heated water is pumped into a storage tank where it used to heat the house,dull dark surface do not reflect much light so -PRON- be perfect for solar panel instead -PRON- absorb the sun ray and turn -PRON- into thermal energy this mean that on a roof there be dark hose of water the water heat up because the hose be absorb the sun ray and -PRON- be isolate the heated water be pump into a storage tank where -PRON- use to heat the house
lasers are very highly bright and intense light it can burn through anything,laser be very highly bright and intense light -PRON- can burn through anything
photoluminescence are living things that gives off its own light,photoluminescence be live thing that give off -PRON- own light
chemiluminescence is perused by chemical reactions,chemiluminescence be peruse by chemical reaction
a unbar is a dark shadow,a unbar be a dark shadow
a penumbra is a light shadow,a penumbra be a light shadow
when a small light hits an nontransparent object it makes an umbra,when a small light hit an nontransparent object -PRON- make an umbra
when a larger light hits the same nontransparent object it makes an larger shadow then before and that is called an penumbra,when a large light hit the same nontransparent object -PRON- make an large shadow then before and that be call an penumbra
